Transcription Start;Translation Start;Translation Stop;Transcription Stop;Strand;Name;Synonym;Product;PS04;MGP12;qValue;fold;log2(fold)
;2386152;2387246;;+;-;SCO2222;iron-sulfur oxidoreductase;1;1;1;1;0
;2517893;2518537;;+;-;SCO2348;hypothetical protein;1;1;1;1;0
;2574719;2575690;;+;-;SCO2403;hypothetical protein;1;1;1;1;0
;2611698;2610757;;-;-;SCO2433;sugar transporter membrane protein;1;1;1;1;0
;2613053;2611695;;-;-;SCO2434;sugar transporter sugar binding protein;1;1;1;1;0
;2670982;2671614;;+;-;SCO2480;hypothetical protein;1;1;1;1;0
;2699686;2701119;;+;-;SCO2502;transporter;1;1;1;1;0
;2942785;2942904;;+;-;SCO2698;small hydrophilic protein;1;1;1;1;0
;2945510;2944995;;-;-;SCO2702;hypothetical protein;1;1;1;1;0
;2952033;2953604;;+;-;SCO2709;hypothetical protein;1;1;1;1;0
;2954348;2955550;;+;-;SCO2711;glycosyl transferase;1;1;1;1;0
;2955547;2956266;;+;-;SCO2712;hypothetical protein;1;1;1;1;0
;2964695;2962767;;-;-;SCO2720;long-chain fatty acid ligase;1;1;1;1;0
;3054670;3056109;;+;-;SCO2798;cellobiose hydrolase;1;1;1;1;0
;3104547;3104452;;-;-;SCO2844;hypothetical protein;1;1;1;1;0
;3177221;3178576;;+;-;SCO2926;hypothetical protein;1;1;1;1;0
;3541801;3540668;;-;-;SCO3228;glycolate oxidase;1;1;1;1;0
;3543066;3541951;;-;-;SCO3229;4-hydroxyphenylpyruvic acid dioxygenase;1;1;1;1;0
;3590134;3588746;;-;-;SCO3237;hypothetical protein;1;1;1;1;0
;3591306;3590146;;-;-;SCO3238;hypothetical protein;1;1;1;1;0
;3594630;3593755;;-;-;SCO3242;puitative transferase;1;1;1;1;0
;3603907;3602753;;-;-;SCO3250;integrase;1;1;1;1;0
;3604107;3603907;;-;-;SCO3251;excisionase;1;1;1;1;0
;3605504;3604104;;-;-;SCO3252;replication initiator protein;1;1;1;1;0
;3606090;3605935;;-;-;SCO3254;SpdC protein;1;1;1;1;0
;3606263;3606102;;-;-;SCO3255;SpdB protein;1;1;1;1;0
;3606979;3606326;;-;-;SCO3256;SpdA protein;1;1;1;1;0
;3885367;3885819;;+;-;SCO3516;hypothetical protein;1;1;1;1;0
;3885882;3887351;;+;-;SCO3517;ATP-binding protein;1;1;1;1;0
;3888210;3888821;;+;-;SCO3519;hypothetical protein;1;1;1;1;0
;3894467;3894697;;+;-;SCO3527;hypothetical protein;1;1;1;1;0
;3894706;3895866;;+;-;SCO3528;hypothetical protein;1;1;1;1;0
;3897837;3898616;;+;-;SCO3531;hypothetical protein;1;1;1;1;0
;3898613;3899089;;+;-;SCO3532;hypothetical protein;1;1;1;1;0
;3899086;3899751;;+;-;SCO3533;hypothetical protein;1;1;1;1;0
;3963576;3963217;;-;-;SCO3584;hypothetical protein;1;1;1;1;0
;4333799;4333930;;+;-;SCO3938;thiamin biosynthesis protein ThiC;1;1;1;1;0
;4384451;4384729;;+;-;SCO3982;hypothetical protein;1;1;1;1;0
;4385253;4385477;;+;-;SCO3985;hypothetical protein;1;1;1;1;0
;4454151;4453888;;-;-;SCO4064;hypothetical protein;1;1;1;1;0
;4503887;4504207;;+;-;SCO4105;hypothetical protein;1;1;1;1;0
;5043134;5042283;;-;-;SCO4618;hypothetical protein;1;1;1;1;0
;5275682;5276191;;+;-;SCO4843;hypothetical protein;1;1;1;1;0
;5276184;5277152;;+;-;SCO4844;phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase;1;1;1;1;0
;5303719;5306604;;+;-;SCO4874;hypothetical protein;1;1;1;1;0
;5312075;5313349;;+;-;SCO4880;transferase;1;1;1;1;0
;5372819;5372301;;-;-;SCO4937;hypothetical protein;1;1;1;1;0
;5423145;5423999;;+;-;SCO4985;hypothetical protein;1;1;1;1;0
;5492428;5492535;;+;-;SCO5052;hypothetical protein;1;1;1;1;0
;5492532;5494091;;+;-;SCO5053;hypothetical protein;1;1;1;1;0
;5494102;5494416;;+;-;SCO5054;hypothetical protein;1;1;1;1;0
;5509015;5510508;;+;-;SCO5067;carboxylesterase;1;1;1;1;0
;5551418;5550582;;-;-;SCO5108;hypothetical protein;1;1;1;1;0
;5566459;5567376;;+;-;SCO5119;peptide transport system integral membrane protein;1;1;1;1;0
;5812543;5812740;;+;-;SCO5340;hypothetical protein;1;1;1;1;0
;5813822;5814145;;+;-;SCO5344;SpdD2 protein;1;1;1;1;0
;5814872;5815057;;+;-;SCO5346;hypothetical protein;1;1;1;1;0
;5815050;5816414;;+;-;SCO5347;replication initiation protein;1;1;1;1;0
;6186445;6185312;;-;-;SCO5682;hypothetical protein;1;1;1;1;0
;6191418;6188536;;-;-;SCO5685;sugar hydrolase;1;1;1;1;0
;6197356;6199599;;+;-;SCO5690;hypothetical protein;1;1;1;1;0
;6340587;6342533;;+;-;SCO5800;hypothetical protein;1;1;1;1;0
;6449549;6456442;;+;-;SCO5892;polyketide synthase;1;1;1;1;0
;6456446;6457489;;+;-;SCO5893;oxidoreductase;1;1;1;1;0
;6480200;6481435;;+;-;SCO5913;protease;1;1;1;1;0
;6494912;6493143;;-;-;SCO5924;hypothetical protein;1;1;1;1;0
;6506808;6507281;;+;-;SCO5939;peptidylprolyl isomerase;1;1;1;1;0
;6510803;6511951;;+;-;SCO5944;hypothetical protein;1;1;1;1;0
;6511948;6513768;;+;-;SCO5945;transferase;1;1;1;1;0
;6560442;6561617;;+;-;SCO5984;acyl-CoA dehydrogenase;1;1;1;1;0
;6561614;6562012;;+;-;SCO5985;hypothetical protein;1;1;1;1;0
;6687926;6688708;;+;-;SCO6089;antibiotic resistance rRNA adenine methyltransferase;1;1;1;1;0
;6744922;6746640;;+;-;SCO6145;hypothetical protein;1;1;1;1;0
;6767705;6768031;;+;-;SCO6164;hypothetical protein;1;1;1;1;0
;6786733;6787767;;+;-;SCO6181;transferase;1;1;1;1;0
;6787764;6788621;;+;-;SCO6182;dehydratase;1;1;1;1;0
;6788618;6789625;;+;-;SCO6183;transferase;1;1;1;1;0
;6790569;6791789;;+;-;SCO6185;transferase;1;1;1;1;0
;6791786;6792481;;+;-;SCO6186;phosphoheptose isomerase;1;1;1;1;0
;6792478;6793869;;+;-;SCO6187;bifunctional synthase/transferase;1;1;1;1;0
;6795563;6796516;;+;-;SCO6189;transferase;1;1;1;1;0
;6796513;6797409;;+;-;SCO6190;transferase;1;1;1;1;0
;6931959;6918286;;-;-;SCO6275;type I polyketide synthase;1;1;1;1;0
;6962111;6962281;;+;-;SCO6302;hypothetical protein;1;1;1;1;0
;6997698;6997411;;-;-;SCO6338;transposase;1;1;1;1;0
;7004372;7004848;;+;-;SCO6346;hypothetical protein;1;1;1;1;0
;7028168;7025526;;-;-;SCO6365;hypothetical protein;1;1;1;1;0
;7032706;7031672;;-;-;SCO6370;hypothetical protein;1;1;1;1;0
;7033729;7033962;;+;-;SCO6372;hypothetical protein;1;1;1;1;0
;7060243;7059104;;-;-;SCO6392;transposase;1;1;1;1;0
;7085067;7086635;;+;-;SCO6417;integral membrane transporter;1;1;1;1;0
;7090445;7089432;;-;-;SCO6420;DNA-binding protein;1;1;1;1;0
;7118254;7119774;;+;-;SCO6436;tRNA synthetase;1;1;1;1;0
;7224953;7224459;;-;-;SCO6533;nitrate reductase subunit delta NarJ;1;1;1;1;0
;7244086;7244250;;+;-;SCO6547;hypothetical protein;1;1;1;1;0
;7244247;7245986;;+;-;SCO6548;cellulase;1;1;1;1;0
;7271103;7272122;;+;-;SCO6568;ABC transporter;1;1;1;1;0
;7275867;7279583;;+;-;SCO6572;glycosyl hydrolase;1;1;1;1;0
;7281003;7282094;;+;-;SCO6574;hypothetical protein;1;1;1;1;0
;7282091;7283038;;+;-;SCO6575;hypothetical protein;1;1;1;1;0
;7283052;7283789;;+;-;SCO6576;hypothetical protein;1;1;1;1;0
;7283789;7284637;;+;-;SCO6577;hypothetical protein;1;1;1;1;0
;7284641;7285816;;+;-;SCO6578;hypothetical protein;1;1;1;1;0
;7285813;7287210;;+;-;SCO6579;hypothetical protein;1;1;1;1;0
;7313660;7315429;;+;-;SCO6596;hypothetical protein;1;1;1;1;0
;7322891;7323919;;+;-;SCO6602;transmembrane sugar transport protein;1;1;1;1;0
;7331426;7332799;;+;-;SCO6610;hypothetical protein;1;1;1;1;0
;7470453;7470647;;+;-;SCO6716;hypothetical protein;1;1;1;1;0
;7543722;7544747;;+;-;SCO6786;oxidoreductase;1;1;1;1;0
;7544744;7545892;;+;-;SCO6787;acyl-CoA dehydrogenase;1;1;1;1;0
;7554719;7553214;;-;-;SCO6793;aldehyde dehydrogenase;1;1;1;1;0
;7572336;7571107;;-;-;SCO6809;integral membrane transport protein;1;1;1;1;0
;7580935;7579400;;-;-;SCO6818;phosphoglyceromutase;1;1;1;1;0
;7584639;7582309;;-;-;SCO6820;oxidoreductase;1;1;1;1;0
;7610765;7609452;;-;-;SCO6839;hypothetical protein;1;1;1;1;0
;7617112;7615994;;-;-;SCO6843;hypothetical protein;1;1;1;1;0
;7618383;7617112;;-;-;SCO6844;DNA methylase;1;1;1;1;0
;7619880;7619557;;-;-;SCO6846;hypothetical protein;1;1;1;1;0
;7620910;7620290;;-;-;SCO6847;hypothetical protein;1;1;1;1;0
;7621461;7621003;;-;-;SCO6848;hypothetical protein;1;1;1;1;0
;7624064;7623285;;-;-;SCO6850;hypothetical protein;1;1;1;1;0
;7624633;7624067;;-;-;SCO6851;hypothetical protein;1;1;1;1;0
;7625485;7624664;;-;-;SCO6852;hypothetical protein;1;1;1;1;0
;7626660;7625857;;-;-;SCO6854;hypothetical protein;1;1;1;1;0
;7628124;7627477;;-;-;SCO6856;hypothetical protein;1;1;1;1;0
;7628879;7628121;;-;-;SCO6857;hypothetical protein;1;1;1;1;0
;7629609;7628905;;-;-;SCO6858;hypothetical protein;1;1;1;1;0
;7638457;7637267;;-;-;SCO6866;hypothetical protein;1;1;1;1;0
;7638912;7638454;;-;-;SCO6867;hypothetical protein;1;1;1;1;0
;7640056;7638950;;-;-;SCO6868;hypothetical protein;1;1;1;1;0
;7640792;7640049;;-;-;SCO6869;hypothetical protein;1;1;1;1;0
;7642568;7641501;;-;-;SCO6871;lipoprotein;1;1;1;1;0
;7643502;7642591;;-;-;SCO6872;hypothetical protein;1;1;1;1;0
;7644442;7643807;;-;-;SCO6874;hypothetical protein;1;1;1;1;0
;7644821;7644396;;-;-;SCO6875;hypothetical protein;1;1;1;1;0
;7645406;7644900;;-;-;SCO6876;hypothetical protein;1;1;1;1;0
;7646185;7645403;;-;-;SCO6877;hypothetical protein;1;1;1;1;0
;7647787;7646264;;-;-;SCO6878;ATP-binding protein;1;1;1;1;0
;7648277;7647816;;-;-;SCO6879;hypothetical protein;1;1;1;1;0
;7649820;7648378;;-;-;SCO6880;lipoprotein;1;1;1;1;0
;7651331;7649943;;-;-;SCO6881;ATP-binding protein;1;1;1;1;0
;7652060;7651368;;-;-;SCO6882;hypothetical protein;1;1;1;1;0
;7652374;7652060;;-;-;SCO6883;hypothetical protein;1;1;1;1;0
;7654146;7654901;;+;-;SCO6885;DNA methylase;1;1;1;1;0
;7655700;7656185;;+;-;SCO6887;hypothetical protein;1;1;1;1;0
;7656204;7656902;;+;-;SCO6888;hypothetical protein;1;1;1;1;0
;7656920;7657660;;+;-;SCO6889;hypothetical protein;1;1;1;1;0
;7657809;7658258;;+;-;SCO6890;hypothetical protein;1;1;1;1;0
;7658251;7658733;;+;-;SCO6891;hypothetical protein;1;1;1;1;0
;7658730;7659212;;+;-;SCO6892;hypothetical protein;1;1;1;1;0
;7659287;7659598;;+;-;SCO6893;hypothetical protein;1;1;1;1;0
;7659639;7660481;;+;-;SCO6894;hypothetical protein;1;1;1;1;0
;7660478;7660993;;+;-;SCO6895;regulator (fragment);1;1;1;1;0
;7660990;7662225;;+;-;SCO6896;hypothetical protein;1;1;1;1;0
;7662258;7662569;;+;-;SCO6897;hypothetical protein;1;1;1;1;0
;7663852;7665003;;+;-;SCO6899;hypothetical protein;1;1;1;1;0
;7665000;7665629;;+;-;SCO6900;hypothetical protein;1;1;1;1;0
;7665653;7666519;;+;-;SCO6901;hypothetical protein;1;1;1;1;0
;7666548;7667036;;+;-;SCO6902;hypothetical protein;1;1;1;1;0
;7683453;7682938;;-;-;SCO6919;hypothetical protein;1;1;1;1;0
;7685787;7684057;;-;-;SCO6921;hypothetical protein;1;1;1;1;0
;7686425;7685784;;-;-;SCO6922;hypothetical protein;1;1;1;1;0
;7705189;7704611;;-;-;SCO6940;ATP/GTP binding protein;1;1;1;1;0
;7710167;7710406;;+;-;SCO6946;hypothetical protein;1;1;1;1;0
;7725214;7725813;;+;-;SCO6957;monovalent cation/H+ antiporter subunit E;1;1;1;1;0
;7725810;7726127;;+;-;SCO6958;hypothetical protein;1;1;1;1;0
;7726124;7726489;;+;-;SCO6959;monovalent cation/H+ antiporter subunit G;1;1;1;1;0
;7730619;7729774;;-;-;SCO6963;lipoprotein;1;1;1;1;0
;7816239;7817057;;+;-;SCO7030;binding-protein-dependent transport protein;1;1;1;1;0
;7858376;7857789;;-;-;SCO7068;hypothetical protein;1;1;1;1;0
;7863191;7863367;;+;-;SCO7074;hypothetical protein;1;1;1;1;0
;7872507;7872043;;-;-;SCO7082;hypothetical protein;1;1;1;1;0
;7887321;7887665;;+;-;SCO7096;hypothetical protein;1;1;1;1;0
;7904521;7903130;;-;-;SCO7114;hypothetical protein;1;1;1;1;0
;7905621;7904521;;-;-;SCO7115;hypothetical protein;1;1;1;1;0
;7907715;7906453;;-;-;SCO7117;ferredoxin reductase;1;1;1;1;0
;7908628;7907864;;-;-;SCO7118;hypothetical protein;1;1;1;1;0
;7908808;7909746;;+;-;SCO7119;dehydrogenase;1;1;1;1;0
;7912792;7913283;;+;-;SCO7122;acetyltransferase;1;1;1;1;0
;7944613;7945416;;+;-;SCO7151;hypothetical protein;1;1;1;1;0
;7945453;7946277;;+;-;SCO7152;hypothetical protein;1;1;1;1;0
;7977242;7973481;;-;-;SCO7176;peptidase;1;1;1;1;0
;7977478;7978122;;+;-;SCO7177;hypothetical protein;1;1;1;1;0
;7978110;7978478;;+;-;SCO7178;transcriptional regulator;1;1;1;1;0
;7981423;7981070;;-;-;SCO7180;hypothetical protein;1;1;1;1;0
;7981617;7982402;;+;-;SCO7181;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;7982399;7983112;;+;-;SCO7182;branched-chain amino acid ABC transporter ATP-binding protein;1;1;1;1;0
;8007340;8007146;;-;-;SCO7204;hypothetical protein;1;1;1;1;0
;8043439;8043849;;+;-;SCO7235;hypothetical protein;1;1;1;1;0
;8051378;8051503;;+;-;SCO7242;hypothetical protein;1;1;1;1;0
;8072945;8073109;;+;-;SCO7262;hypothetical protein;1;1;1;1;0
;8162315;8162202;;-;-;SCO7348;hypothetical protein;1;1;1;1;0
;8162506;8162393;;-;-;SCO7349;hypothetical protein;1;1;1;1;0
;8163794;8162598;;-;-;SCO7350;membrane efflux protein;1;1;1;1;0
;8188898;8189692;;+;-;SCO7375;acetyltransferase;1;1;1;1;0
;8191562;8191873;;+;-;SCO7379;hypothetical protein;1;1;1;1;0
;8193224;8191911;;-;-;SCO7380;hypothetical protein;1;1;1;1;0
;8200002;8201621;;+;-;SCO7388;dehydrogenase;1;1;1;1;0
;8201665;8202543;;+;-;SCO7389;short chain dehydrogenase;1;1;1;1;0
;8204060;8204551;;+;-;SCO7392;hypothetical protein;1;1;1;1;0
;8218007;8217360;;-;-;SCO7405;acetyltransferase;1;1;1;1;0
;8225711;8224785;;-;-;SCO7410;binding-protein dependent transport protein;1;1;1;1;0
;8245909;8245226;;-;-;SCO7432;extracellular small neutral protease;1;1;1;1;0
;8262207;8264150;;+;-;SCO7448;hypothetical protein;1;1;1;1;0
;8311394;8310669;;-;-;SCO7499;racemase;1;1;1;1;0
;8312979;8311492;;-;-;SCO7500;allantoin permease;1;1;1;1;0
;8313196;8314671;;+;-;SCO7501;hydrolase;1;1;1;1;0
;8315906;8317243;;+;-;SCO7503;extracellular solute-binding protein;1;1;1;1;0
;8317256;8318206;;+;-;SCO7504;integral membrane binding-protein-dependent transport protein;1;1;1;1;0
;8328367;8327480;;-;-;SCO7513;hydrolase;1;1;1;1;0
;8345074;8346285;;+;-;SCO7526;chloramphenicol resistance protein;1;1;1;1;0
;8352350;8351511;;-;-;SCO7532;hypothetical protein;1;1;1;1;0
;8371292;8372236;;+;-;SCO7548;hypothetical protein;1;1;1;1;0
;8424898;8425014;;+;-;SCO7598;hypothetical protein;1;1;1;1;0
;8494580;8493549;;-;-;SCO7669;oxidoreductase;1;1;1;1;0
;8496340;8495102;;-;-;SCO7671;transferase;1;1;1;1;0
;8498412;8498906;;+;-;SCO7675;hypothetical protein;1;1;1;1;0
;8501922;8502776;;+;-;SCO7679;transport system integral membrane protein;1;1;1;1;0
;8506283;8512972;;+;-;SCO7682;non-ribosomal peptide synthase;1;1;1;1;0
;8512969;8518497;;+;-;SCO7683;non-ribosomal peptide synthase;1;1;1;1;0
;8518494;8519645;;+;-;SCO7684;hypothetical protein;1;1;1;1;0
;8519642;8521675;;+;-;SCO7685;hypothetical protein;1;1;1;1;0
;8575071;8574364;;-;-;SCO7739;hydrolase;1;1;1;1;0
;8579414;8579043;;-;-;SCO7746;insertion element transposase;1;1;1;1;0
;8591283;8591942;;+;-;SCO7761;hypothetical protein;1;1;1;1;0
;8621255;8620776;;-;-;SCO7799;transposase;1;1;1;1;0
;8643812;8644108;;+;-;SCO7825;hypothetical protein;1;1;1;1;0
;8647737;8647991;;+;-;SCO7828;DNA-binding protein;1;1;1;1;0
;8649793;8649590;;-;-;SCO7831;hypothetical protein;1;1;1;1;0
;8652479;8652769;;+;-;SCO7834;hypothetical protein;1;1;1;1;0
;8658204;8657098;;-;-;SCO7841;ATP/GTP-binding protein;1;1;1;1;0
;11000;10554;;-;-;SCO0007;hypothetical protein;1;1;1;1;0
;22843;23061;;+;-;SCO0025;IS element ATP-binding protein;1;1;1;1;0
;53141;54100;;+;-;SCO0066;integral membrane permease;1;1;1;1;0
;54968;56173;;+;-;SCO0068;hydrolase;1;1;1;1;0
;92928;92773;;-;-;SCO0112;hypothetical protein;1;1;1;1;0
;112932;119654;;+;-;SCO0127;beta keto-acyl synthase;1;1;1;1;0
;319345;318329;;-;-;SCO0318;oxidoreductase;1;1;1;1;0
;366935;368146;;+;-;SCO0362;racemase;1;1;1;1;0
;392483;391950;;-;-;SCO0377;hypothetical protein;1;1;1;1;0
;407253;409214;;+;-;SCO0388;hypothetical protein;1;1;1;1;0
;415300;415947;;+;-;SCO0394;hypothetical protein;1;1;1;1;0
;551918;552115;;+;-;SCO0517;hypothetical protein;1;1;1;1;0
;571863;572813;;+;-;SCO0539;sugar transporter membrane protein;1;1;1;1;0
;593486;593049;;-;-;SCO0553;hypothetical protein;1;1;1;1;0
;641762;640719;;-;-;SCO0601;hypothetical protein;1;1;1;1;0
;667744;667100;;-;-;SCO0626;hypothetical protein;1;1;1;1;0
;833198;832515;;-;-;SCO0785;hypothetical protein;1;1;1;1;0
;942090;941071;;-;-;SCO0895;RNA polymerase principal sigma factor HrdC;1;1;1;1;0
;946045;946941;;+;-;SCO0899;hydrolase;1;1;1;1;0
;1000162;999242;;-;-;SCO0950;transport system permease;1;1;1;1;0
;1001091;1000159;;-;-;SCO0951;transport system permease;1;1;1;1;0
;1018138;1017707;;-;-;SCO0964;hypothetical protein;1;1;1;1;0
;1094465;1094866;;+;-;SCO1037;hypothetical protein;1;1;1;1;0
;1100965;1101198;;+;-;SCO1045;metal associated protein;1;1;1;1;0
;1106194;1105031;;-;-;SCO1049;oxidoreductase;1;1;1;1;0
;1290928;1289093;;-;-;SCO1218;transmembrane transport protein;1;1;1;1;0
;1338130;1337873;;-;-;SCO1267;acyl carrier protein;1;1;1;1;0
;1351976;1350735;;-;-;SCO1280;hypothetical protein;1;1;1;1;0
;1358209;1357085;;-;-;SCO1286;oxidoreductase;1;1;1;1;0
;1409722;1408850;;-;-;SCO1332;hypothetical protein;1;1;1;1;0
;1425591;1426211;;+;-;SCO1350;hypothetical protein;1;1;1;1;0
;1444656;1443901;;-;-;SCO1367;ABC transporter ATP-binding protein;1;1;1;1;0
;1647893;1646907;;-;-;SCO1538;transport system membrane protein;1;1;1;1;0
;1813536;1812259;;-;-;SCO1693;hypothetical protein;1;1;1;1;0
;1828488;1827151;;-;-;SCO1707;ABC sugar transporter, ATP-binding subunit;1;1;1;1;0
;1834164;1831921;;-;-;SCO1711;dehydrogenase;1;1;1;1;0
